10000 50000
6895 621 910
6430 8712 399
6259 5651 39
4446 4804 424
5409 1680 918
168 730 491
4027 7114 998
8139 2819 643
4669 1980 354
4642 1396 437
6793 2445 681
30 3617 90
4655 8171 270
2416 4811 953
5129 6487 526
1857 1936 853
4133 4227 370
5699 9741 620
437 1751 123
5683 835 323
8395 7297 853
7974 6966 119
3686 3610 258
6852 1499 302
2965 1462 784
4780 2049 905
295 4341 655
6110 5542 604
7709 7878 382
4377 6641 432
2299 7607 627
5639 1129 775
4750 4383 515
7214 7504 377
8562 8653 819
9205 3500 544
6146 2439 498
6009 7895 70
9255 2277 212
1633 1846 351
5529 202 939
8108 670 15
1549 1255 1
3343 8202 574
2266 8323 83
1949 5429 437
8698 2001 872
4252 130 295
2958 4520 221
4382 9683 852
723 9267 129
1994 2410 891
6058 9691 585
3886 655 846
1466 1114 536
441 9071 502
6589 2206 196
9824 637 776
4853 6241 916
902 4009 335
6906 4071 759
1083 1450 903
3456 5237 609
1801 6790 508
2456 4693 795
8706 2890 892
4773 2152 594
2586 1273 134
3735 850 573
6485 2577 448
7418 9465 553
8771 5778 897
1540 2442 358
2872 6561 353
6491 9793 43
7244 302 903
7328 4939 518
2643 243 366
7369 2801 815
3187 7809 197
9789 878 640
6314 1112 536
8610 6795 183
3755 4019 510
6970 4532 97
477 2401 882
6258 6239 898
23 409 15
7537 1669 621
6611 7644 442
8090 216 600
471 6100 411
2030 4661 401
3 7666 169
271 7077 318
4930 3791 664
2178 3016 168
467 1839 991
4166 5676 284
8868 4324 331
9112 376 23
2373 7025 763
845 7965 269
779 3375 112
246 2340 643
4415 1667 778
7837 9523 294
5309 2694 556
5672 9564 517
4330 7723 366
5470 4944 457
1692 1528 174
7657 4315 620
1934 6211 233
6298 1241 684
8414 6822 115
1971 4949 43
2284 5940 986
662 9152 877
2870 2735 818
600 5585 979
652 5577 663
5534 7650 984
3479 7631 960
4128 8936 484
1112 5473 92
8192 1985 996
4954 762 316
6742 8222 360
4889 8982 444
2939 738 929
6973 7700 334
1950 3809 352
6433 3070 94
712 9897 110
6511 7556 812
2616 4337 833
8281 3935 714
3193 52 362
4058 4234 614
170 9231 257
7132 1463 3
640 2854 176
2753 4766 755
6410 8793 158
51 5900 455
8451 8725 80
6363 4218 939
2331 2324 776
4754 8433 254
8894 2854 211
7278 4666 262
7386 939 40
292 3977 224
5176 4680 6
3231 2194 477
6825 4440 648
835 1872 946
4282 7183 314
8985 1568 520
4090 3825 411
1659 1527 578
8685 834 226
5996 6995 176
6191 9429 759
5104 4896 857
3203 1910 102
9241 939 726
6433 1351 354
5613 6202 73
2632 4045 975
9116 8786 220
4127 4762 842
6542 7407 23
3833 8250 548
5913 9002 755
6553 4606 33
2304 7067 811
6660 9046 243
2634 3993 581
3596 4603 880
8088 2159 958
7410 4249 139
5335 50 988
7392 8283 810
9474 2822 163
9170 9425 953
3207 6693 58
1408 2509 460
4812 1750 106
615 4423 288
6231 1464 779
7289 7976 907
1602 4347 745
8692 4835 150
6905 8343 256
1750 3772 141
6811 7343 180
3350 4556 468
4336 7530 566
138 5407 404
387 1118 790
5921 9541 446
6281 3525 655
5118 775 536
5579 6617 737
6543 3989 883
7276 8805 367
941 7764 404
398 3641 163
3910 9525 862
1363 3401 473
8350 5216 795
8934 8982 314
1513 9232 173
153 8590 315
5233 6650 915
4975 9127 314
6594 918 697
1528 4111 864
1741 1039 881
7898 2347 659
8109 6594 831
1389 8172 46
8984 6234 974
5605 2120 17
2711 7437 406
5308 3961 807
40 2702 554
3657 4836 295
6728 8450 937
2652 6570 27
1753 8706 960
2180 4530 827
4222 2101 510
5994 4477 494
9455 7372 530
3704 815 401
8043 7454 535
2897 3975 302
7550 6146 902
1637 2749 97
5649 2858 280
5166 1315 345
4071 4157 424
7619 8654 106
4285 371 258
5869 760 245
5109 8638 753
6402 5876 763
6225 2943 535
952 5209 119
9352 5110 103
1397 8792 799
5461 9415 894
2945 803 488
9713 8801 822
4621 2729 330
1888 5946 208
6990 1073 589
1215 4803 982
2499 2454 610
6690 4273 740
8836 8691 486
2728 5318 846
3400 9327 399
1157 5428 255
6104 2672 146
4955 8451 482
9600 3000 446
6453 7165 55
930 1240 721
2245 5039 776
1692 5791 291
4253 4796 194
2995 4383 827
817 4137 368
1991 6048 62
7652 1996 377
2105 2886 527
1877 2561 500
6196 2022 160
999 2963 810
1648 6828 950
42 4666 942
1367 1332 125
1911 3135 166
7644 5396 26
7900 516 201
737 2787 804
4293 7951 967
9605 8519 33
1394 5220 873
3872 2094 173
2668 8305 77
5794 1453 767
5791 9493 662
6518 8828 51
8976 6283 586
3561 5223 851
5401 1699 670
2857 7901 410
437 8940 500
6710 1488 1000
7705 1605 282
763 2904 147
9026 9235 650
1210 5333 79
1843 7195 388
8043 5619 318
8551 9568 482
7815 6529 131
5512 3066 950
2397 6324 871
779 7659 826
8425 3581 246
1114 2372 213
2005 2567 877
2778 4674 605
487 3224 723
8783 1931 408
570 5952 887
463 1959 440
8218 7379 100
3737 7351 299
297 6307 672
7406 2425 188
221 2111 212
9860 118 320
9607 3393 813
7925 4033 830
3799 7018 216
8849 7524 839
3355 8757 236
1970 6961 429
437 2534 194
34 411 524
4652 191 623
663 9289 122
3580 1900 630
9142 861 401
2055 2479 882
7229 1386 798
7437 1873 705
5574 3280 670
340 742 594
663 5694 400
730 3399 30
8609 1914 590
5034 7449 471
6696 5479 837
8568 6951 164
1028 1630 818
1871 9079 51
9558 5688 205
5302 348 349
4605 5621 795
741 9997 204
1424 8577 746
7069 7618 544
673 7952 275
6338 2118 206
6876 1104 899
5816 1792 681
9324 2894 429
9120 5000 276
8038 5476 370
7799 7428 112
4920 8969 381
292 796 937
630 51 130
1279 669 840
8977 6454 794
8450 6861 403
16 5807 516
6437 7102 112
6744 2669 3
9265 3204 744
8833 9413 539
5418 289 391
7301 3542 207
5852 1587 195
7303 2599 293
6169 3400 844
114 2213 353
2457 528 256
8737 1610 29
735 2363 173
7397 8247 594
7853 420 735
8553 4306 462
2315 6319 537
157 6701 64
448 7300 78
7167 5293 362
1558 8291 984
2352 1337 39
5693 2878 523
7239 7102 123
2740 5072 473
3172 8359 47
9150 8295 328
709 8604 80
7356 8769 132
6348 6318 878
3637 8580 239
3782 9562 564
4069 9023 201
4357 5336 142
2942 8679 297
1474 3143 603
9523 6034 785
3472 5758 897
9075 2940 745
9856 8681 142
9665 4629 12
2178 2616 707
208 164 255
3786 5878 496
3502 2744 795
5945 6163 552
4569 8257 178
1474 9988 249
8493 9020 112
8753 9172 535
1273 1042 302
7060 4690 370
4840 1337 994
2200 3565 431
6764 2064 375
5950 8983 457
229 9603 286
717 8141 256
1056 3305 292
684 7401 38
5036 1102 298
2224 1053 124
3240 2573 552
5944 3905 143
7847 4142 268
3333 1097 55
736 8103 252
1698 429 537
6412 5731 195
9370 5324 652
8536 1821 458
4619 3670 519
8151 1316 596
5706 9183 657
4139 1050 822
183 1092 79
5532 3051 576
1122 2403 525
9200 1003 86
5107 1598 58
860 5153 404
3092 1117 776
8212 5880 468
8981 5527 195
2422 1835 882
1865 2386 59
6309 9045 641
1091 9398 411
1792 6548 934
1372 4211 593
5906 2409 653
37 1957 884
9414 4188 196
1843 2283 933
2098 4430 980
7230 3996 652
6306 8657 56
6481 3336 790
386 3914 99
4008 5727 708
7933 7788 974
8745 22 391
7283 3660 844
7936 1413 832
7285 9374 507
4308 130 59
3331 6058 527
337 1835 369
624 8156 636
2535 5486 992
347 8506 345
3220 2409 809
1232 4920 534
4926 4624 259
9033 1391 266
2280 8787 229
7400 2929 414
1389 6096 844
3680 8198 233
5661 9460 457
4446 1133 554
8536 2642 882
9197 3696 955
1335 8694 384
5761 9557 279
6415 8192 401
1499 9329 37
1680 2292 763
1774 161 293
3423 3917 170
4154 7290 653
2606 3780 300
9501 1157 841
6855 4198 964
4811 1780 288
6694 4751 690
8210 6107 874
6712 2153 9
4159 1261 424
9120 6372 542
2753 1778 462
2992 2187 899
1985 4039 93
125 4061 390
2450 1607 837
56 7493 695
4338 350 334
6006 1903 753
5813 9379 726
5707 9551 330
1284 6249 8
438 344 876
9000 1044 265
729 6912 795
9257 3989 766
681 484 196
1223 9279 70
8652 2453 320
1948 7566 873
1110 6849 653
4835 1478 388
2745 3808 869
5440 8142 218
1386 7477 385
9478 8101 45
459 7683 145
2601 1850 815
8327 5964 972
1398 8515 736
3997 2749 986
6904 1466 363
28 486 198
2233 2647 910
2342 5844 348
1147 7689 33
678 1025 730
72 6503 330
3240 9396 413
2020 9805 874
8902 8755 630
5575 952 715
5099 327 525
4137 584 460
5044 6059 915
7284 2594 332
7127 2374 547
7245 8848 982
2804 4952 792
3119 4275 687
1 9760 338
3165 4555 50
6183 8554 464
9865 1287 269
1543 5849 797
7709 7886 355
1173 4457 156
863 4198 201
6750 1332 175
276 4664 391
6345 9091 294
41 7758 886
2363 5124 944
9141 2985 214
6253 874 754
623 2801 366
9168 5280 604
3008 200 44
3046 3373 956
1756 2288 12
3288 4645 749
1114 2773 876
1106 7974 613
7542 9033 949
278 5329 828
312 5403 959
4112 8980 559
9388 4559 307
6491 4557 667
9921 8105 451
9360 3402 298
641 3241 82
3414 5834 638
1317 3602 767
2573 8360 311
6728 1806 239
3104 8592 483
7257 3907 950
1415 6041 924
1297 5566 758
2727 2563 918
3285 6133 322
4805 6541 776
1123 7459 331
5898 7127 217
1279 6403 643
3450 3447 282
283 361 579
8022 3111 931
1961 4669 416
8710 8474 700
644 8570 100
6896 7728 583
713 9309 822
9680 1872 805
6136 4479 755
6227 4179 640
3257 5560 47
5586 1548 758
9190 9875 653
9932 859 459
6879 4793 349
1701 6353 732
388 5417 576
579 188 493
1789 7594 400
7566 8354 111
1848 2801 891
3068 9693 230
8747 628 612
2328 8300 586
5826 1638 995
1358 1511 470
9683 4521 854
8306 785 507
2652 5403 296
1043 8479 382
9326 2735 33
8668 3334 436
9285 1222 904
7728 5745 449
7150 9310 76
2462 2064 635
8138 7421 490
5879 2237 179
2748 2669 215
6921 9210 198
4262 9760 366
1130 5831 985
9475 8265 678
6258 1803 42
8828 8406 51
9218 6090 843
7772 6215 341
5338 6310 157
3602 8891 17
1921 3356 176
9180 7308 660
690 7921 986
9905 345 728
6659 4216 888
1372 2906 741
9983 5451 460
6907 9622 793
1579 7640 318
2279 5980 877
4762 2664 846
3660 3534 917
2125 9074 863
2121 37 864
5883 7647 994
7573 130 755
311 2310 973
8630 1926 592
4102 2710 328
4964 2304 61
7173 1941 505
1977 2078 119
3749 732 136
3928 7892 309
2980 1955 815
8079 3078 906
7927 7848 66
1460 2479 164
8470 2464 211
627 8412 649
5481 2224 62
4466 9526 388
2135 4132 812
4539 5871 973
7555 2045 791
3835 3598 239
2526 4634 383
5459 2635 298
5686 1997 452
1636 5574 328
2135 3134 648
3097 9015 918
5395 5849 122
6971 9028 81
7520 682 859
4105 5102 800
4303 4409 387
2499 4067 380
4834 4030 784
8442 970 708
2277 1813 691
4572 6381 910
66 8014 144
8760 6566 854
3548 6397 852
4550 9669 945
7432 3553 778
8468 2981 965
5706 3387 831
9576 8583 337
4159 6839 571
3530 3390 219
7032 3960 53
3500 964 970
3581 2330 764
3665 1531 634
9848 8541 886
5902 4184 360
3364 8057 189
1401 7681 193
2131 6123 818
6214 6093 911
6665 6737 570
3376 18 912
1975 1309 397
898 453 124
4565 5246 884
7013 688 369
8991 9165 864
6055 1634 396
3562 2081 322
7841 2788 272
1717 836 300
4201 9738 348
4503 6274 225
6290 1136 460
1093 2614 393
2953 4729 1
2718 4343 218
3723 2240 262
8019 4957 768
79 7366 129
645 3478 706
169 199 321
9056 4438 557
1401 8459 410
3964 8792 87
3271 3192 115
4264 8057 136
1091 3422 10
8061 9007 88
7957 7412 668
1711 9693 701
5319 2788 918
1386 8218 125
8036 4963 669
9580 8380 777
311 536 367
7410 9350 528
3718 3830 819
245 5602 327
7641 3671 179
5798 6967 955
7300 7771 76
6620 2380 772
4883 9392 600
7243 4407 188
591 3985 609
9162 2239 231
7831 489 502
1967 4607 870
3371 4078 541
9370 1926 813
273 9172 853
4640 1284 481
1529 1087 485
2009 1953 651
9039 5044 421
1419 8149 460
9285 6575 457
6348 6843 140
944 4025 557
9554 1106 641
5648 9930 985
6514 6554 365
2736 1651 559
8481 2831 48
3983 7716 940
6602 9229 30
2803 7238 42
5330 4217 392
7155 7525 190
2519 7697 34
8529 5402 544
4046 4680 211
970 9736 784
2803 6340 922
3138 9286 177
2934 5815 249
518 355 389
3617 111 191
5290 445 840
3650 5648 935
1693 3000 490
9271 2030 407
9110 1273 733
745 1035 304
5266 9804 493
7115 2321 537
855 1526 82
5586 521 260
2386 2519 714
6652 1208 234
2495 1169 51
4202 6460 255
1665 2077 130
19 5307 194
4122 914 872
3334 5161 469
102 28 581
9211 1624 730
8063 9911 901
5482 5713 692
325 3511 778
7198 7569 361
2935 7059 835
5082 5005 82
7756 2081 468
9394 8213 375
2046 3062 968
4113 7464 935
3296 4221 216
8323 7518 680
4376 333 702
6671 4258 773
6649 9701 437
3314 7531 724
3174 636 976
5911 9218 359
8027 1608 923
1453 2271 534
2537 331 770
2073 5355 327
4167 2521 975
7344 3067 723
3798 4190 57
5181 3507 348
498 4965 182
5404 2695 925
844 4889 497
3905 2513 210
3428 468 624
9654 630 191
5730 4835 606
1844 2645 884
4595 563 671
5362 2091 35
6948 6649 462
8883 8748 951
7473 8864 73
528 3559 418
7407 8518 149
2899 2036 856
677 8295 530
8536 7733 530
7707 273 680
8671 6557 672
5414 8925 118
402 1832 679
9001 5623 239
2211 8657 909
7597 490 606
1800 3283 778
6110 6121 461
6297 2053 661
8203 7659 576
2831 2697 950
2239 2120 290
6324 8097 182
9464 136 172
8307 7447 412
3373 1199 907
3051 8749 561
8511 1027 741
722 2447 925
4771 3522 576
4583 157 503
4166 7889 981
2251 1815 672
1294 6565 967
2464 4974 203
4690 3725 253
6423 9073 147
7117 383 807
2068 1314 930
8315 4026 795
1975 4940 390
6378 8160 896
1560 8617 616
1613 1608 373
7216 5627 685
6919 9824 393
4068 5120 300
1823 1947 165
1860 3284 830
1004 2409 730
1337 2110 421
7287 6903 190
9139 2141 227
688 8151 748
6582 6253 566
8717 8944 230
225 274 402
6823 8014 405
6203 5991 200
6351 7745 12
8520 7802 714
2412 3339 137
684 6337 166
3302 8970 77
32 9276 240
6879 8671 958
8809 3772 542
3191 2654 233
605 5980 858
1792 3081 15
1212 26 318
3629 1597 964
4986 842 563
5052 2435 835
5989 8606 516
3621 2735 754
9284 748 128
1048 5456 295
3794 6247 650
9690 1906 250
569 3883 369
6829 3251 218
82 2510 465
658 1573 895
4530 4573 371
7507 2402 575
1723 3103 84
6777 8708 203
654 8337 452
9249 1276 128
1993 7381 735
1629 2854 389
2464 1328 848
1364 4120 601
2250 1145 265
1866 1557 349
570 3458 596
3709 6447 108
9639 1789 208
7671 5069 950
9915 3871 352
8608 7964 292
580 4772 796
5169 5465 315
1911 824 169
6875 2082 516
1339 180 445
727 713 149
7142 9093 431
3765 7198 712
6053 4318 856
1941 8871 764
2719 1440 891
9527 3247 164
8619 8493 575
9541 5339 181
8885 8769 165
383 7458 900
939 3951 400
9459 2717 731
3249 5244 548
579 1314 812
7790 7089 472
6545 8171 1
2513 2185 583
6434 8159 34
2041 1950 504
5323 1066 751
5426 5330 179
7506 8381 992
945 1160 64
7579 9970 978
8969 7939 932
7462 544 375
2771 6792 683
7088 6052 850
8487 6717 521
1326 4933 625
2964 5251 403
6970 766 391
7405 9851 218
1236 6660 933
6166 1790 662
457 4546 635
2797 1530 549
3524 3076 409
4540 9092 232
6072 2531 710
9860 802 897
2492 7295 835
5775 4277 489
948 5762 710
5828 3818 25
2613 7928 24
2465 3073 642
4210 7863 614
6405 668 445
2384 3609 641
6865 6294 131
9200 5490 953
4781 9540 85
7557 1808 179
1919 7815 672
1578 5939 231
5695 671 639
4808 8796 215
8274 1966 77
833 2520 127
4610 2338 209
8061 3828 378
6023 5059 622
7303 6007 950
3 585 618
5118 2376 157
3500 8525 123
2718 9372 351
525 641 614
9579 1196 88
4173 7129 76
9906 2597 484
2886 5112 360
3570 5585 403
126 5897 105
5492 9675 596
3133 6100 572
95 6997 629
6394 8783 404
6952 1218 869
3490 8833 396
533 3853 385
6955 826 474
4626 3252 957
4054 2720 762
1629 4610 141
6025 3169 750
2013 4986 100
1332 156 479
895 9321 213
4392 1886 920
684 8300 732
2640 718 788
1376 7686 592
3340 796 190
4197 203 171
5406 9988 494
860 4275 569
848 724 305
7963 8060 120
1477 14 710
5859 9373 706
8119 917 906
1611 9031 677
5013 6202 80
8841 2928 148
3009 803 78
2938 3952 101
2373 3345 996
9641 3251 162
5921 4226 847
9085 8181 119
8129 5409 203
5993 9205 439
4894 9603 404
2792 9816 481
2820 7948 243
6596 9673 413
8232 7965 715
443 1471 80
3202 2850 734
4228 6719 984
4621 1712 933
2059 25 736
1864 8570 87
207 8741 683
4780 5751 426
3805 1171 343
1863 2983 214
7700 285 569
6120 300 118
2105 8523 943
6462 7337 813
3478 2688 598
177 2561 524
9277 1523 411
8295 4177 556
7321 9619 528
1327 3931 553
5966 7898 426
4916 3258 225
8043 3656 152
1663 7666 219
1367 5511 50
7994 6420 835
3828 4135 126
1154 4087 338
491 1079 807
7582 7523 984
3969 1502 132
6708 8437 911
413 2104 845
863 2504 420
8798 4214 129
6505 9548 380
7668 1366 2
2964 1822 364
6434 6999 130
8942 3162 44
8727 149 856
2006 6696 115
3136 9726 236
1278 1035 19
5583 2944 378
448 9513 556
2651 9533 165
5651 7955 816
6365 2112 373
869 9204 321
9050 4579 980
1568 3785 682
90 4016 865
6290 5526 307
1197 1261 799
203 8391 999
1006 624 528
6837 721 298
3966 45 588
256 3151 236
2883 2744 470
9005 187 23
5436 5144 729
3891 1840 378
1915 8719 170
5492 1238 55
7924 7494 160
1013 8138 605
3055 9195 956
1850 3921 226
8273 8549 246
3162 8367 986
3546 7963 280
5171 4479 340
5686 6078 403
7242 1355 240
9974 2243 474
8098 9895 155
8234 6075 175
6886 8484 671
6630 9655 731
1415 2588 113
2324 4728 163
876 1814 464
3651 9083 667
4486 3518 179
5175 7962 294
6862 3945 293
7195 3289 288
3418 1 266
6287 797 577
5679 308 906
9655 3715 798
2985 6668 754
4557 657 541
959 6454 315
4156 8267 775
8809 5701 361
416 3638 108
3160 4867 495
2133 1889 741
3059 3692 401
4117 23 710
6281 9420 589
2063 556 54
2309 9125 929
2128 2516 581
1746 2626 861
1381 8844 536
5470 3818 712
5259 7332 227
3889 9325 369
7501 9199 221
9156 7393 171
9231 8378 411
5980 6872 445
596 3073 640
1658 9817 592
689 5126 501
1231 1200 667
2805 8393 777
8112 1547 755
10000 1647 598
2183 6477 932
1632 4401 375
6810 4143 992
7836 6943 664
591 7119 83
2793 2821 252
7541 6445 97
6105 4959 918
4154 7293 251
8878 4863 293
9126 4710 970
2532 8596 499
3106 8171 348
1757 1761 561
453 2418 499
5797 1913 499
2112 2554 737
7045 1140 194
1082 299 685
6166 3326 218
3708 6677 886
2861 2608 523
9398 586 7
115 769 812
1495 9688 711
7698 5772 617
9652 1761 722
1396 5739 581
1638 4212 850
8230 3176 781
6304 5480 908
4263 4781 139
721 1681 441
4165 6712 41
1928 9004 601
8113 6219 329
8668 8628 506
5465 9572 601
34 4085 992
1382 2393 517
2020 2081 386
97 1197 572
1213 2536 132
8423 293 724
9949 7490 225
9325 7761 291
6107 45 865
8285 4069 869
4619 9018 38
1502 9026 801
383 3106 417
2499 162 179
2128 4995 893
8572 2402 493
5219 9199 566
9113 6836 135
1621 8399 431
4568 4628 452
1709 4827 562
1750 559 294
9611 4669 266
2003 2767 259
6690 7520 213
3101 4845 367
1828 8890 874
6511 5763 732
7786 4090 102
1172 8477 832
8108 7867 336
725 832 462
2406 9302 277
897 2108 50
5437 8840 418
8198 8243 330
7406 3641 976
2407 3379 26
4627 1275 106
6215 7092 139
7391 4991 579
2208 176 849
6828 7305 474
423 1134 502
213 6918 604
8747 7256 439
6436 5297 455
6947 5150 323
5780 329 831
1383 8445 364
3983 8548 549
876 6895 259
3532 2017 759
7457 6427 695
3719 1443 499
4646 1876 43
1278 3450 590
491 649 667
5624 8479 519
5221 3703 800
9689 4226 902
7437 4253 70
569 7213 485
4644 8497 883
1322 1144 384
2017 1664 340
2669 6281 483
5655 394 575
1026 9250 940
4202 7732 181
923 4445 576
7554 1715 409
2969 5839 697
8438 6658 282
9722 7345 606
4008 369 232
5411 1167 295
1268 4568 693
7120 4086 332
2281 3611 381
785 9440 522
343 1618 466
3020 7550 88
7430 3031 173
523 7243 314
555 727 977
1265 9967 597
1431 1410 909
5388 1886 464
6967 695 870
8421 7160 136
9680 1422 229
5405 7916 458
1973 5699 771
907 66 561
9743 7888 320
6758 5954 322
6974 5549 964
4333 3291 495
3305 9705 571
1249 4267 586
3706 1008 28
6893 176 75
4918 4869 813
2049 9542 548
1639 1330 758
1101 3705 2
827 2834 182
9443 1734 193
6599 2601 470
1709 8890 212
9782 2898 212
482 2059 96
3199 2076 90
3828 2999 850
2335 531 121
6704 1936 577
3262 8619 395
8290 6695 231
3006 3550 737
4883 9814 530
1323 2112 561
7812 125 869
4871 5775 187
9630 5646 184
4482 7206 494
3784 8083 331
9454 3908 870
7537 1212 993
7952 714 178
7236 6168 908
2055 5273 142
2483 5579 593
5453 8641 471
9330 5436 811
1868 5986 703
9918 4812 659
267 1706 86
2190 1129 773
2277 8905 570
2699 8179 587
7613 7941 594
3697 3797 479
2180 4938 694
1199 2083 976
2649 2466 635
1088 9894 713
9295 4556 57
1333 8441 558
5200 4110 806
6800 9108 74
305 1138 583
6172 1511 916
3373 27 235
348 8902 869
1379 5122 170
3988 7123 10
2078 9247 632
4298 2246 28
4728 3813 499
1957 1695 879
927 8272 453
2234 3079 491
8407 4928 601
8832 6522 994
5853 7678 552
8224 985 616
1180 6850 535
6873 4264 295
8266 9456 985
3795 3465 417
5361 2158 403
8036 7581 883
5660 2178 24
5319 8383 445
3112 7851 420
7039 5168 626
715 2366 646
4599 2338 102
2077 2841 188
2288 8318 80
5099 1754 362
3077 2943 654
715 4901 143
1743 2396 559
6727 8194 141
3862 2427 602
9852 9328 931
9798 8497 592
2047 5607 177
1817 6261 276
197 2748 352
2696 7779 892
1204 3495 13
5304 2368 324
8929 5240 818
255 9650 708
7025 174 836
610 303 785
6541 6062 13
2058 578 759
604 8717 928
1847 273 132
4373 8746 409
2470 7933 379
8430 1289 553
308 3248 45
8205 3805 87
955 6409 479
4911 8278 186
4817 4613 985
8354 3554 514
8218 5110 160
1862 3877 118
2137 494 499
2530 2384 753
4628 9642 594
3248 5595 975
9609 2580 610
1001 1456 12
7006 2369 96
8015 611 184
4443 390 163
2478 976 982
4675 5439 215
8501 6887 460
3077 1482 567
3022 1513 922
4714 6728 7
4657 1498 798
5021 6198 7
1928 8413 874
2393 2035 323
1577 7784 834
4623 4682 735
4745 9717 412
7177 9211 723
6553 721 268
1138 5552 984
2297 8393 565
8139 2662 934
3772 3635 1000
9014 8406 642
4789 1904 523
8090 8809 325
